Finix Merchant Number,DBA,Action,,
MUkeDtkWiz7UP2CxPJpjKSaS,Network ATM,Update non amex to 25 bps,,
MUkf2B9kDJrvKShdYHG1tbgt,Rosewood Storage LLC,Update non amex to 25 bps,,
MUkFR2kAjZwv7LCKCNoCwARc,SirReel Production Vehicles Inc,Update non amex to 25 bps,,
MUkgYty1UJc6bAxLN8Xnibox,Systematic Business Consulting,Update non amex to 25 bps,,
MUkHC2CHGdNLZqpjDFjWjaSJ,ICONNECT SOLUTIONS CORP,Update non amex to 25 bps,,
MUkiE1q4QKrtFRbeBiJCNWZw,SK Stones Orlando LLC,Update non amex to 25 bps,,
MUkijfzXCYUYsmGU8DtFEvBs,Seng Jewelers LLC,Update non amex to 25 bps,,
MUkip8rcRbN9gqo4FrMyD2DT,Watches International LLC,Update non amex to 25 bps,,
MUkJeGp15trnMcXdDecJmSXL,Dean & Martha Edwards Inc,Update non amex to 25 bps,,
MUkkAwtVUGzcrUp2scND1ZFE,K & R Group Inc,Update non amex to 25 bps,,
MUkkfH1keRgVMtRMABdK3JtD,98centmaskscom,Update non amex to 25 bps,,
MUkL1vr5bSCmVXCMn89qT3FY,PETIT SMILES II LLC,Update non amex to 25 bps,,
MUkmJjJwcCmGZ6erxouQoLT3,"JOHN D. ALDERMAN, D.D.S., P.A.",Update non amex to 25 bps,,
MUkMSeYsAawzticbUxYZkS7p,Trussells Transformations LLC,Update non amex to 25 bps,,
MUkNfqvdrvHr7Mgsb4iyGro2,Orthopedic Centers of Colorado,Update non amex to 25 bps,,
MUkP99GEHTAmd1QVTT459Lyq,Ztegrity Inc,Update non amex to 25 bps,,
MUkPh1MyeTvysGW7bG2CvXJV,J THOMAS Plastic Surgery,Update non amex to 25 bps,,
MUkPXCfSujwGL92Ekm4aNENB,TKO Concrete Cutting LLC,Update non amex to 25 bps,,
MUkqrLdPYwJCeYnqAaDDCdxQ,H & M Construction Property,Update non amex to 25 bps,,
MUkqTDCoY6dUYwwZXQBKZaXk,Burkhart Enterprise Inc,Update non amex to 25 bps,,
MUkQV61XoYMeR6n7X1wSPGWV,Contemporary Plastic Surgery LLC,Update non amex to 25 bps,,
MUkRG45KCRYYoqwdLPRSUjqx,Jauntin Inc,Update non amex to 25 bps,,
MUks5EgC1yUkAuQcUVEJrBDp,Double Diamond Enterprises Inc,Update non amex to 25 bps,,
MUkt4a4y5uJdEq2kutpPAwRe,Miles Bowling Corperation,Update non amex to 25 bps,,
MUktBUMFNs9bQPbzb1toLKTy,BJ Hardwood LLC,Update non amex to 25 bps,,
MUkTHogcW9ZwLUoRZTzBKQ1t,Tuff Shine Inc,Update non amex to 25 bps,,
MUkTXJSb5pvHtFxoziT2xFtR,Prabhdeep Grewal DDS Inc,Update non amex to 25 bps,,
MUkU6yhurLpAoKXAYigAJaBQ,Michael Stroppa,Update non amex to 25 bps,,
MUkUGdqoZBsujQYjjdSUU2By,Buggs Floors  More LLC,Update non amex to 25 bps,,
MUkuMP4Gg8yJskbRjKwBPEzK,"SEA WITCH MARINE, INC.",Update non amex to 25 bps,,
MUkVbFeCDEMzGF9aUZppvPzM,Carroll Air Systems Inc,Update non amex to 25 bps,,
MUkWVdsSC4k3BjXFQW3jK3Sc,"Randi James Professional Group, Inc.",Update non amex to 25 bps,,
MUkxEAFv2VpcLXtHcfwuFao9,EcoShield LLC,Update non amex to 25 bps,,
MUkXGLzvEyTEyXfMnFqWggEG,Geno's Flowers LLC,Update non amex to 25 bps,,
MUkxJkc3mC6WTXRDP6KmozBL,West Houston Aesthetics and Plastic,Update non amex to 25 bps,,
MUkzb5Y73XfrTygqJ8dWYuo1,Professional Beauty Services inc,Update non amex to 25 bps,,
MUkzsqXeMe1TLSQ6xwMtLg9,Drs Stadelmann & Gulino INC,Update non amex to 25 bps,,
MUkZSZ44v5WAhAm7bCvjtsEn,Qmath LLC,Update non amex to 25 bps,,
MUm1waokEdcvji586jfvSS6C,Broobee LLC,Update non amex to 25 bps,,
MUm1WDq2VhqQFGrUFTKbdKdh,Studio Goldfinch LLC,Update non amex to 25 bps,,
MUm1zn6wrv156F4n7MQgfNTY,Premier Pools Inc,Update non amex to 25 bps,,
MUm2saToRMyv27SRAsEKxMHj,Adams County Glass,Update non amex to 25 bps,,
MUm3prGjDHiiC2CaBxsSoQe7,PRAXIS S10 LLC,Update non amex to 25 bps,,
MUm4nUmXawMzh3NTTgn1B6dG,Copper Blade Barbers LLC,Update non amex to 25 bps,,
MUm5FB6g2zQYeBCU6nvnYoj3,OKeefe Drilling Company Inc.,Update non amex to 25 bps,,
MUm5PcGTsUT7teXejav8Sik,Dynamic Image LLC,Update non amex to 25 bps,,
MUm64Y2ipSy5WfpBEnRde5pD,Glazer Hammond PLLC,Update non amex to 25 bps,,
MUm6PuuheLMbXw52RTKxKnVo,Artifact New York LLC,Update non amex to 25 bps,,
MUm9VDT1iqb8xsBd7ctZ4cXL,Efficient Plumbing Inc,Update non amex to 25 bps,,
MUmA5mRdpJgQBbsv52eMtR7W,Bryson Accounting Tax Service,Update non amex to 25 bps,,
MUmaaLzjLYD4HTsZvoAjKdH3,I R INDUSTRIES INC,Update non amex to 25 bps,,
MUmagEDymZoFRYRR7CCShM6v,Pineville Storage LLC,Update non amex to 25 bps,,
MUmALXnaqwJPoSrs8Xnc7Uyv,X-Ray on Wheels Inc,Update non amex to 25 bps,,
MUmAsmgNo9RAXsFcNUj1EcjB,Fun Side Inc,Update non amex to 25 bps,,
MUmBgdR7X2VZSzX8o46pjw3C,Unite Advisors LLC,Update non amex to 25 bps,,
MUmcBLPN7Mo96apQFCgfkgLi,HServices 5505 LLC,Update non amex to 25 bps,,
MUmcF2z4tTwsoT1vboH6BmhG,Diamond Kitchen and Bath Inc,Update non amex to 25 bps,,
MUmDapLwGJ4189vTiZLj2SnF,Leonid R Briskin DMD PA,Update non amex to 25 bps,,
MUmDFfbvTSAA49ufjqa9p5hB,Zeel Medaesthetics PLLC,Update non amex to 25 bps,,
MUmDq8Lqs36583q3mzpgnca5,The Postulation Station LLC,Update non amex to 25 bps,,
MUmdVMpBmSkMpsxmsvKpgbXh,ABNR Enterprises L.P.,Update non amex to 25 bps,,
MUmEhbRpMR2d5jHtSAvfUFMm,Jacqueline McClain,Update non amex to 25 bps,,
MUmepiLsBfwBCK5hHCW19Cdb,Green Acres RV Services and Spa,Update non amex to 25 bps,,
MUmEVykVovTorxs45DGC7ZQr,CARL NEAL,Update non amex to 25 bps,,
MUmfDUdZHYGfRsNbq9qdE1ss,Bespoke Furniture Inc,Update non amex to 25 bps,,
MUmfhrp1M8r1AfbgrTrR8TbF,Sirena Medical Aesthestics,Update non amex to 25 bps,,
MUmfxXszUsDnScy64H9iy2EV,Bedford Acupuncture,Update non amex to 25 bps,,
MUmhcqYD38R36kzuL7UGT1a7,Karen Crandall,Update non amex to 25 bps,,
MUmHoKu1czTXDsxPmDZtpWy9,La Parada Ecuatoriana,Update non amex to 25 bps,,
MUmhRE8RmYXhr7Jm6n6yZuDc,Coral ridge truck and auto inc,Update non amex to 25 bps,,
MUmhUmjE8qWodTMiMABtNVyF,Phantom Technology,Update non amex to 25 bps,,
MUmHZxUuNs7dkXMCSpkHUcBj,Laser Xpress of Idaho LLC,Update non amex to 25 bps,,
MUmiBATqAUGNfQNEYkAq4DHC,Argyle Coordination Services,Update non amex to 25 bps,,
MUMiKFBKe6WPanK3suBft6M,Ignite Dental Milling Company,Update non amex to 25 bps,,
MUmkQa6Rg6t5FiwVGq6aXMYb,Vavrina Industries LLC,Update non amex to 25 bps,,
MUmkUnoHsTcjzZqSZAEK4yg,ActiveMed Integrative Health Center,Update non amex to 25 bps,,
MUmLBW1wFyDFtd35ExrTEfKx,"DanAlex, Inc.",Update non amex to 25 bps,,
MUmmDa4ZuFBzoCwoXSjUJc1v,KB Beauty Lab LLC,Update non amex to 25 bps,,
MUmns2J2A2Sw2cvtygLTknTv,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUmouryLgrL7qdyisAjfbaGr,"Michael G Nadauld, DMD PLLC",Update non amex to 25 bps,,
MUmoxhrZ9aoniaFckYdSrRUW,"Bruni Insurance Agency, LLC.",Update non amex to 25 bps,,
MUmPyHxkwvzsmJG69NubyYoR,Floorworks LLC,Update non amex to 25 bps,,
MUmqFf8vooxobzV2YBeeWS1z,Marullo Auto Specialist LLC,Update non amex to 25 bps,,
MUmr53QWSo2BN3Vcoh5Z2dxp,Spring Holistic Health,Update non amex to 25 bps,,
MUmSzDULpyZUCUr1YdGb5Rf7,"Hollins & Company, Inc.",Update non amex to 25 bps,,
MUmt6xEPKYiWxbPCobKzUojn,Ram Stationery Cards & Gifts Store Inc.,Update non amex to 25 bps,,
MUmtifXfNCr1tWtoEq6ss29X,Shurling Storage LLC,Update non amex to 25 bps,,
MUmTrHgBB52gkV7FDn8bGmBw,Nicholas Starai,Update non amex to 25 bps,,
MUmTsMwM8LsqDHHjnkmmxVUq,Cassanas LLC,Update non amex to 25 bps,,
MUmtvZQzzkfnE48BzW7NVJFX,Gardners 2.0 llc,Update non amex to 25 bps,,
MUmtZRyrmguqQpyWAWbFpFUm,Axion Spine & Neurosurgery PC,Update non amex to 25 bps,,
MUmU9CyBHhxR3p2zWNBAbBqP,Bala Family Practice,Update non amex to 25 bps,,
MUmU9HGZiMfDSb6uDoi9V3nn,Susan's Green Cleaning,Update non amex to 25 bps,,
MUmubLNZKYr4fk8vUawaeKDA,Albert R Bird DDS PS,Update non amex to 25 bps,,
MUmUo9UXZLAUrSYBX9p7xJ3t,"Remarc Vending, LLC",Update non amex to 25 bps,,
MUmveW9d28uTYXvGG67dTTUx,Cobbs Home Services LLC,Update non amex to 25 bps,,
MUmVfXVYRz4GpXcrXpEixGoN,"Double-C Dog Training, Inc.",Update non amex to 25 bps,,
MUmVLSx6EntwGvZx1HgWgVh2,Carl C Neal Jr,Update non amex to 25 bps,,
MUmVmysbxjgwp6oRJwieqo9d,INFINI Marketing LLC,Update non amex to 25 bps,,
MUmVSgzNRqN54DNzJPymRH24,ROW1 Inc,Update non amex to 25 bps,,
MUmWAb9pnSgN5rn9y9xLWhJW,KGW Design LLC,Update non amex to 25 bps,,
MUmWEaAYzmpj6db4vS9thTdC,Betcher Ventures Inc.,Update non amex to 25 bps,,
MUmWiGESn52dDQWD3gLJ33x3,Deerhaven Holdings LLC,Update non amex to 25 bps,,
MUmWqvoKUCfRhT7CjmmSXfoF,"Box n Go, LLC",Update non amex to 25 bps,,
MUmxpi9ksWjhUW2L6kEYk25M,"Bruni Insurance Agency, LLC.",Update non amex to 25 bps,,
MUmxqTrfE7snaMo729z4tAVq,EVAmore,Update non amex to 25 bps,,
MUmXTdMfTXQEC4CHm2qh4ib1,"Bruni Insurance Agency, LLC.",Update non amex to 25 bps,,
MUmy4sXXnGqp7Foi3a7grMHs,Robbie McCaman,Update non amex to 25 bps,,
MUmybL2nUqJdpGPHEBJRjxmn,Anything On Sight Repair LLC,Update non amex to 25 bps,,
MUmYxkWCaQA95zCXhK89zY2m,"GOLDENTRAINER PERFORMANCE STUDIO, INC",Update non amex to 25 bps,,
MUn1HUkQNukXzFnf8mjaaJKq,JohnsonKreis Construction Company Inc,Update non amex to 25 bps,,
MUn2gBWKBVggbMGckjDLHQV4,Hastings Manufacturing Company,Update non amex to 25 bps,,
MUn2N49ETAMnoqXHZVKx15Cs,Craig Staebel MD PA,Update non amex to 25 bps,,
MUn2RNXFdRsT8GfSVbATyorY,IEG Disposal LLC,Update non amex to 25 bps,,
MUn2V6PBYi4WVbJ5xi1rytJs,Trawick International Inc,Update non amex to 25 bps,,
MUn3YupRkPsiT1T1wJCU6HCW,Surround In. Design LLC,Update non amex to 25 bps,,
MUn58FzVR3qe27RJn95fJCV1,Wright Farm Services LLC,Update non amex to 25 bps,,
MUn73JfBiyimVY6xdxLTnVd7,Life Interests LLC,Update non amex to 25 bps,,
MUn7yJNqhyy9YFAJaJK3Aqjq,Luna Knight LLC,Update non amex to 25 bps,,
MUn8exaDxVmVptUgSnPCbL5o,Scott Featherstone DDS,Update non amex to 25 bps,,
MUN8N3o15d3MTVwwQdaYyEh,The Ground Collective LLC,Update non amex to 25 bps,,
MUn8ZBvsPK6qjLwRdRoYpRwD,Broman Resa LLC,Update non amex to 25 bps,,
MUn9Gh3cB5J1RgofL68A3DqJ,Haul Away Services LLC,Update non amex to 25 bps,,
MUnARNVSKanmnJg8swkmm6UL,Grade A Auto Inc,Update non amex to 25 bps,,
MUnAyXyPpGB1QAP1BUW3hy9P,Quickviz Co,Update non amex to 25 bps,,
MUnbEE4bnvETpB4WKA5wBHh7,"Site Smart Marketing, Inc.",Update non amex to 25 bps,,
MUnbifXoxDxA2Hffcdbaa38z,Ecomobile Wash Inc,Update non amex to 25 bps,,
MUnCSpm3ByGn6pw4KSVivCSm,"Corporate Cabling & Communications, LLC",Update non amex to 25 bps,,
MUncxmWrV8WxPEyVfHAdtJkr,Cottage Home LLC,Update non amex to 25 bps,,
MUnD9qvm6o4yMFL3sDXnichG,H Hamaty DMD Inc,Update non amex to 25 bps,,
MUnDhywFQMrSoYiXhzeY6x15,Cornerstone Christian Center,Update non amex to 25 bps,,
MUnDPUeLtu6agoVCiP3bzb9P,Cleveland Bartending School,Update non amex to 25 bps,,
MUnDtNfXrZxjboPfnDoHwcYE,BGP Automotive LLC,Update non amex to 25 bps,,
MUnDtPgtdW5o2BmDVuxEuYZA,ABQ Cabinet Refresh,Update non amex to 25 bps,,
MUnEFQo5eCk16M37h3GGH8SY,GARDEN STATE CARDIOVASCULAR,Update non amex to 25 bps,,
MUnEtTNv54Y7iQX3vR1Ddmve,on time steam cleaning inc,Update non amex to 25 bps,,
MUnevrhHk5sypodFJFddBsVo,"Metropolis Wine Merchants, Inc.",Update non amex to 25 bps,,
MUnEZ7Z1j5egCVLccu6Vzdqa,First Impression Home,Update non amex to 25 bps,,
MUnFhE4AZQaUbUKUBSdFEi4K,robert soohey,Update non amex to 25 bps,,
MUnfi9R7KHdfp5oz57xZ4vNp,Kmba insurance agency,Update non amex to 25 bps,,
MUnGg4z4hEHugp8zn8tak51t,MOGADORE BAIT AND TACKLE Ltd.,Update non amex to 25 bps,,
MUngjjUmmttF4nPfUdoZ7dxV,Naylor Wine Cellars Inc,Update non amex to 25 bps,,
MUngm8VTD2w3LTc4PUGb7UFi,Barlas Tax & Financial Group LLC,Update non amex to 25 bps,,
MUnGPQULKiEaH35hXbDWYu97,Professional Smiles,Update non amex to 25 bps,,
MUngqVaw3ZJzV7cvdeHA85wx,Dr Carmel Ferreira PLLC,Update non amex to 25 bps,,
MUngrUzjJYYbB1wYqxbSsGAB,Flow Services & Consulting Inc,Update non amex to 25 bps,,
MUnguW4dRMgfuPcmYg6GVZQu,Betty Dilley DO LLC,Update non amex to 25 bps,,
MUnH4A5CnDCuMFegU13Jxbqy,"Kicos Wellness Center, Inc",Update non amex to 25 bps,,
MUnhA3suhUkqUCXvqRqCjn4d,Snaidero USA,Update non amex to 25 bps,,
MUnHBFPRuKG99BE2D4g647tP,Kona Holdings Inc,Update non amex to 25 bps,,
MUnivSV2QnVvFPfCGxwu6q3G,Acton Corporation,Update non amex to 25 bps,,
MUnjboQkYmwAJQkMJFEfkcNh,Majestic Beauty LLC,Update non amex to 25 bps,,
MUnJmoazL6sPPzX1xGW8DYFY,Saltz Plastic Surgery,Update non amex to 25 bps,,
MUnJuEfckG4Egx2mADfbmgDL,Kids First Pediatrics of Stafford,Update non amex to 25 bps,,
MUnk3HBJ7FweeR2iGToX5V36,Vivid Remodeling and Design LLC,Update non amex to 25 bps,,
MUnkbbHkZEyvRwpF4a97x3xH,"Sloane Carpets & Area Rugs, Inc.",Update non amex to 25 bps,,
MUnkhVk8mM86mSCFPJDNJdeA,Angel Rock Cottages Inc,Update non amex to 25 bps,,
MUnKLb9Vr4aeZWNy8pvMPWtg,Q NAILS OF DULUTH LLC,Update non amex to 25 bps,,
MUnL47rTWeuZ7HWe8fdNJLCT,Center Line Electric Inc,Update non amex to 25 bps,,
MUnmB1vM2VgBbTtyQPRjvXKx,KR Dental Group PLLC,Update non amex to 25 bps,,
MUnnaYCr7AjvUTrcevbtjRHV,Lake Powell Furniture Inc,Update non amex to 25 bps,,
MUnnCyo19n1nSMSbEqqfaHMb,Speed Mart Inc,Update non amex to 25 bps,,
MUnNEPWdGnu5urvjZvhnn1h8,All Weather Golf Inc,Update non amex to 25 bps,,
MUnoHCB8iQmFWgLXVzTxJd83,Universal Neurological Care PA,Update non amex to 25 bps,,
MUnpGUdrABzJKhQcsrjiDPEf,Shloimes Services Inc,Update non amex to 25 bps,,
MUnq4CvSxiTXeENHDSV93TgH,FEGON GROUP,Update non amex to 25 bps,,
MUnQfKeWiQMjMZLvktYEQU1E,Elementa Inc,Update non amex to 25 bps,,
MUnQJwf3yKfkWJSemKA2H9WK,Trawick International Inc.,Update non amex to 25 bps,,
MUnqmVaCmJJAYykhqLYRMKXr,Rat Trap Distribution Inc,Update non amex to 25 bps,,
MUnQX4NtkVgoNyEbA4TMJaVr,Gary Schmidt,Update non amex to 25 bps,,
MUnRcFSXr9ujbFT2G6wtk88u,Proturbo LLC,Update non amex to 25 bps,,
MUnRdcRRjfQNd1qmUUmp5E29,Engine Exchange & Auto Repair,Update non amex to 25 bps,,
MUnrmYpNWLijfjBTWppi92Kf,Jai Hind LLC,Update non amex to 25 bps,,
MUnrVMGDDZrF5gsfedj9hdEA,All American Crossfit,Update non amex to 25 bps,,
MUns3JNPJmo3BsAXFSMQneGt,Uhtoff Family Enterprises,Update non amex to 25 bps,,
MUns42YrhMBywjiM8EZXYjoY,William July,Update non amex to 25 bps,,
MUnSZTjCDq7mZtLdMG1rtQ5G,adam d schwartz dds pc,Update non amex to 25 bps,,
MUnT4TnFSycPbx1rXLnCtXTf,Coast Furniture Inc,Update non amex to 25 bps,,
MUnT62UgAufAd6DC6iGMh1pH,Iron Guard Housing LLC,Update non amex to 25 bps,,
MUnTkF21k7DP8qaeGNjcn8zQ,Koho Software Inc,Update non amex to 25 bps,,
MUnUZTzJ5dgG8Yzv84KHsX4B,Coastal Blooms Florist LLC,Update non amex to 25 bps,,
MUnv1cWw4KBiHpK1Mxz2nVsV,VisGolf LLC,Update non amex to 25 bps,,
MUnVisUpxz7AxYXDVwCgnbY1,Columbia River Pumping Inc,Update non amex to 25 bps,,
MUnVLgbhVjonk7tPaWiniTUw,Tri Cities Restoration LLC,Update non amex to 25 bps,,
MUnWCcvu3yXiX9852in9LPNi,J Brulee LLC,Update non amex to 25 bps,,
MUnWxcEEKoRfpfU5NQ77PUvF,Ambush Alarm & Electronics INC,Update non amex to 25 bps,,
MUnX92hwjErjiEuNgpuUda42,BluShark Digital,Update non amex to 25 bps,,
MUnzLw6KZRcqtYtMu34i1E85,World Integrated Systems Health,Update non amex to 25 bps,,
MUo4q2VDf6WSUTkVeFCmxjem,Garland Industries LLC,Update non amex to 25 bps,,
MUo4wJinr2Bvha51jUgLgXNb,Rapha Family Wellness PLLC,Update non amex to 25 bps,,
MUo5PTzxMagdPtGcjBWaFTUj,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUo5wUxotM1Hs95EHx7rp7BD,El Cat Inc,Update non amex to 25 bps,,
MUo6kduPVVVfXWtDUisL6F7k,Nova Smiles LLC,Update non amex to 25 bps,,
MUo8ga22y1KHV6NdgbgvN4Qg,Miso good ramen,Update non amex to 25 bps,,
MUo8qdWUjdT79wTTPMq6DqEm,Specialty Coach Training Inc,Update non amex to 25 bps,,
MUo8RDtWctPRXPFzbkJkgHNd,NEVERGREEN POOLS INC,Update non amex to 25 bps,,
MUo9cqPPyJEfxWH9QFJ51UP,Oak Park  LLC,Update non amex to 25 bps,,
MUo9jDJUkD6C7Q4pYhv6k8W7,KA Nutrition,Update non amex to 25 bps,,
MUoa48u9XRFMSURot3dmZMFW,T P WOJCIK INTERESTS INC,Update non amex to 25 bps,,
MUoA79buTVfPZHP8mZLhGz1u,Henna Sandhu DDS Corp,Update non amex to 25 bps,,
MUoA8ABjyPviFoWfjdQdPcpT,Jeremy Stinson,Update non amex to 25 bps,,
MUoATA4VGMpDiUHYF2kwjbN7,Jeffrey Sliger,Update non amex to 25 bps,,
MUob73HRYfNMMZm55ajXcetg,Grandmas Handyman,Update non amex to 25 bps,,
MUoBdZmUEJAxMD1z4puDd3hd,"The Auto Shop, Corp.",Update non amex to 25 bps,,
MUoBKdnuKDnFnNS8Y7768UTd,Madera Interiors Solutions LLC,Update non amex to 25 bps,,
MUobRNgBZMicKKyU7G2pbddm,Gemcaps Inc,Update non amex to 25 bps,,
MUoCZyWC2DKsyGhZfgHfQUV6,Styrotrim,Update non amex to 25 bps,,
MUod4nwHarayRQ6UZZKemfMH,JP Painting & Remodeling,Update non amex to 25 bps,,
MUoD9nCAbdtJmezbmg14tFjH,Prime Marketing LLC,Update non amex to 25 bps,,
MUodZ4Dkj1BCgKmDLRL3BNZ6,Grow Rich Technologies Inc,Update non amex to 25 bps,,
MUofCjMgiKwvLAQWbKeHnFHV,A & B Electric LLC,Update non amex to 25 bps,,
MUofgGkYUyRP5ihsW5jJqVyd,Strike Graph Inc.,Update non amex to 25 bps,,
MUoFMTv39vngCK83vnz7MVQ1,Diamond Kitchen and Bath Inc,Update non amex to 25 bps,,
MUofvxqPdBUXqoY44eZWxBN2,Casolas Pizzeria & Sub Shop Inc,Update non amex to 25 bps,,
MUog2KjwgpyvRaad6XmXGzK1,"Brannon Jay Gunnell DDS, PLLC",Update non amex to 25 bps,,
MUohouEBRf5Bf351h788czJE,Bulletproof Chiro Inc.,Update non amex to 25 bps,,
MUoHSfNJccEDCApBMQw8KXpP,24 7 Mechanical Company,Update non amex to 25 bps,,
MUohzKEC7kae1UXCFnzw28CM,Buggs Floors  More LLC,Update non amex to 25 bps,,
MUoiAJBM4XEGQH1bvvFYS5Gz,Texas Custom Dies Inc.,Update non amex to 25 bps,,
MUoiDsYqmA1jDXew7EXkN47c,Rapid Radiology,Update non amex to 25 bps,,
MUoK1LC4kAjJDiVAvUXnHoDg,ARP Robinson OpCo LLC,Update non amex to 25 bps,,
MUokTKopHeE5wMiKJtNPW7J7,S3 Maritime LLC,Update non amex to 25 bps,,
MUomj2RPreDw7R57rUh9p4bH,Pensacola Storage LLC,Update non amex to 25 bps,,
MUoNb4uRGC3Qu3vQ1rPpkRoe,Michael Diaz,Update non amex to 25 bps,,
MUoNigNKeUdYPQbuhUzYutpy,John D Heard DDS PC,Update non amex to 25 bps,,
MUonyuWDHsd6uSNtf4aKLTpn,Nightpricer LLC,Update non amex to 25 bps,,
MUoodGB85HXREcP95bsYZiUc,Orthopedic Centers of Colorado,Update non amex to 25 bps,,
MUooGxoYPzDd1dqj3rzEjFpo,Miguel Beltran,Update non amex to 25 bps,,
MUoprABCShxJ7s9a6wyhXvzT,"Corner Clinic Dental STG, LLC",Update non amex to 25 bps,,
MUoQHDzYZVnh1jnn8QskPXZP,Cassanas LLC,Update non amex to 25 bps,,
MUoQKTG9v7epcpvdb195yw7v,Flow Services & Consulting Inc,Update non amex to 25 bps,,
MUoqRd21TNkavZPMriFbbJ8o,"Sasha M Davidson, LLC",Update non amex to 25 bps,,
MUoskpkNH9dydbNkZmqDGpHP,Nicholas Starai,Update non amex to 25 bps,,
MUoubhH36KkCcB8CW5VE92Mg,All Fresh Products Inc,Update non amex to 25 bps,,
MUov2exPHbqyfZxafu3p6oNd,Systematic Home Inspections,Update non amex to 25 bps,,
MUoVhXo8sM7boEQV81yKsQJG,Hala Koudsi MD Inc,Update non amex to 25 bps,,
MUoVMVch2Fzxp8Hdg6psEM5f,Tanner Memorial Clinic,Update non amex to 25 bps,,
MUoVSvdWCQ8d1EZC8GmSWocB,G of A LLC,Update non amex to 25 bps,,
MUox5dUTSS5jZ2MR8G1VFrKM,"Community Acupuncture of Florida, LLC",Update non amex to 25 bps,,
MUoXHxZ48eL7LxZshSRJr2zy,George Wilson LLC,Update non amex to 25 bps,,
MUoYy1ZHopMS6FP7mNhnj9E4,Good Scents Candle Company Inc.,Update non amex to 25 bps,,
MUozcN3EBdutVCNkRpkZDEyp,Mid Valley Patriots Inc,Update non amex to 25 bps,,
MUp22s9nQpwVtpvZ9NTeuokN,Reflections Marriage & Family,Update non amex to 25 bps,,
MUp2aeX6BcLHJu1B9UmACNkB,L2G4 Inc,Update non amex to 25 bps,,
MUp374uscvuUDiRrcnbg72Me,Edge Ventures LLC,Update non amex to 25 bps,,
MUp4AZJEZiUPqwDGnLTjtaJx,Revolve Thrift,Update non amex to 25 bps,,
MUp6rxQ2hSbgFiW7rTkqNdrD,Auto Show Inc,Update non amex to 25 bps,,
MUp7GnY2iC2KsYNEV6QiqTSc,Firefly Family Dentistry,Update non amex to 25 bps,,
MUpacxq1dchPAjAKD82yY9Ve,ZJs Package,Update non amex to 25 bps,,
MUpAUWVyFhavYuveS5HYYEpH,Center Storage LLC,Update non amex to 25 bps,,
MUpAWSBx5C8txW9ZjQeo9Jgv,Rentex,Update non amex to 25 bps,,
MUpbPjp2UG9Tvf9Li1xqSr2z,Miller and Simarro Dental Care,Update non amex to 25 bps,,
MUpbWRQ3818Vf6WfNEbMSchx,CopyMark Law Group LLC,Update non amex to 25 bps,,
MUpcHhE1D5H5NkanHF2s2dPq,TURF PROS DISTRIBUTORS LLC,Update non amex to 25 bps,,
MUpcNv8nsEvudRoNUA6iRGsq,Telemedia LLC,Update non amex to 25 bps,,
MUpcsTGsy3T1mtb9a9rAeNs2,JAK Holdings Inc.,Update non amex to 25 bps,,
MUpDgPUKQJZD47z8bUhCrzaT,Go Subscription LLC,Update non amex to 25 bps,,
MUpdW6KdfsEpGqSMrRrtmwBT,Power Capital Management Inc,Update non amex to 25 bps,,
MUpe7zLG9f4myVGRBiuSt8za,MCC Woodland Hills Learning LLC,Update non amex to 25 bps,,
MUpejdbZwJJoNTkfEN1PDEmV,"Bruni Insurance Agency, LLC.",Update non amex to 25 bps,,
MUpeokYeeLyGWteBqrZGSAyz,Fields Pag Inc.,Update non amex to 25 bps,,
MUpGGfcPXw3Bp6pkh3nv1eR6,JAK Holdings Inc.,Update non amex to 25 bps,,
MUpHhbACEwFpxSbqwXGNGrr1,Knables Auto Body and Repair Shop,Update non amex to 25 bps,,
MUpHKAJ7L1d5JJ2S2woJ2nHE,Ronan Power Products Inc,Update non amex to 25 bps,,
MUpi1Ee2pifaJabBtfJvo4ac,Lancelot Storage LLC,Update non amex to 25 bps,,
MUpj52VTSK3MnUpZLhDqxm7p,KUMARAPPAN MD,Update non amex to 25 bps,,
MUpJJFTv7FoHkNKZ8gVww38v,"Kane Juice & Tea, Inc",Update non amex to 25 bps,,
MUpJkgsNDiNnwteZwpB7FQ5C,Inspire Palm Beach,Update non amex to 25 bps,,
MUpJsHPksH9Kuppdhra7eJ3V,DAVID W JOEL LLC,Update non amex to 25 bps,,
MUpKJYecS4KjEwzq3qdXMQoN,First Funnel Incorporated,Update non amex to 25 bps,,
MUpmaouhrt6he4m7BWjxpcQ4,Cardinal Roofing and Remodeling,Update non amex to 25 bps,,
MUpnaBB6D7CS6B3iwyh9iK1L,Superior Life Saving Equipment Inc,Update non amex to 25 bps,,
MUpnbLpYgtEYefV7CrN4UYh8,Jaime Schwartz MD PC,Update non amex to 25 bps,,
MUpnnc7VJqobVuKhEW2Ki1Xo,Inspired Freedom LLC,Update non amex to 25 bps,,
MUpoeb3KcinWg4TxaqMXWb1F,Frank Ross Company LLC,Update non amex to 25 bps,,
MUpoJynVjKNSRbMprDSa7ch1,German's Super Cookie,Update non amex to 25 bps,,
MUpPe3mgXo7p7M7KUnxDWgZb,Azalea City Animal Hospital,Update non amex to 25 bps,,
